Date,Close,Volume,Close_x
6/23/2021 16:00:00,151.58,9335718,168.95
6/24/2021 16:00:00,150.73,8173384,170.05
6/25/2021 16:00:00,149.67,6452449,170.99
6/28/2021 16:00:00,149.94,6450955,163.55
6/29/2021 16:00:00,146.08,7478999,159.9
6/30/2021 16:00:00,153.14,9798633,163.71
7/1/2021 16:00:00,153.08,9793859,167.03
7/2/2021 16:00:00,150.23,4844712,167.42
7/6/2021 16:00:00,148.37,5069422,165.57
7/7/2021 16:00:00,143.72,5650921,162.96
7/8/2021 16:00:00,142.53,4827157,161.56
7/9/2021 16:00:00,149.64,7065139,167.74
7/12/2021 16:00:00,146.69,3276273,167.35
7/13/2021 16:00:00,143.41,5871457,162.02
7/14/2021 16:00:00,139.09,8545476,160.99
7/15/2021 16:00:00,137.5,6576068,159.29
7/16/2021 16:00:00,134.31,6094631,157.61
7/19/2021 16:00:00,131.88,7215671,151.64
7/20/2021 16:00:00,136.09,6274608,156.12
7/21/2021 16:00:00,139.25,5269631,162.42
7/22/2021 16:00:00,139.47,4628360,160.03
7/23/2021 16:00:00,138.73,2811110,161.55
7/26/2021 16:00:00,142,6489516,162.7
7/27/2021 16:00:00,141.58,5113147,163.72
7/28/2021 16:00:00,143.3,4466785,163.19
7/29/2021 16:00:00,143.47,5005450,163.73
7/30/2021 16:00:00,144.01,4167130,160.87
8/2/2021 16:00:00,145.49,4522437,159.19
8/3/2021 16:00:00,145.65,5491010,154.78
8/4/2021 16:00:00,147.4,4631430,153.25
8/5/2021 16:00:00,150.32,4737513,161.69
8/6/2021 16:00:00,149.99,4043474,148.89
8/9/2021 16:00:00,149.44,5541924,148.8
8/10/2021 16:00:00,147.95,5149830,148.6
8/11/2021 16:00:00,148.16,6717728,150.07
8/12/2021 16:00:00,151.15,8925109,150.33
8/13/2021 16:00:00,152.76,16789079,148.63
8/16/2021 16:00:00,148.57,7720442,144.14
8/17/2021 16:00:00,143.9,7855110,142.57
8/18/2021 16:00:00,146.74,5190073,140.35
8/19/2021 16:00:00,142.65,4732393,138.05
8/20/2021 16:00:00,143.7,2996182,137.79
8/23/2021 16:00:00,146.79,4727431,142.84
8/24/2021 16:00:00,161.42,22096778,146.63
8/25/2021 16:00:00,160.35,7267704,147.62
8/26/2021 16:00:00,152.73,7242951,143.86
8/27/2021 16:00:00,154.18,4818820,146.74
8/30/2021 16:00:00,156.02,3968745,144.19
8/31/2021 16:00:00,154.99,7403951,144.5
9/1/2021 16:00:00,156.59,4324746,146.17
9/2/2021 16:00:00,157.2,3302257,143.77
9/3/2021 16:00:00,158,4460935,142.64
9/7/2021 16:00:00,165,11017034,147.49
9/8/2021 16:00:00,163.93,5866501,145.67
9/9/2021 16:00:00,166,5935754,146.74
9/10/2021 16:00:00,165.2,3985251,145.39
9/13/2021 16:00:00,160.32,7520949,148.79
9/14/2021 16:00:00,163.3,4655503,150.6
9/15/2021 16:00:00,166.37,5656017,151.32
9/16/2021 16:00:00,168.15,6094825,150.17
9/17/2021 16:00:00,166.59,20024675,152.28
9/20/2021 16:00:00,161.64,6846832,153.59
9/21/2021 16:00:00,169.29,8592501,152.95
9/22/2021 16:00:00,169.96,4353595,158.95
9/23/2021 16:00:00,175.13,5370786,166.84
9/24/2021 16:00:00,175.88,4084868,171.99
9/27/2021 16:00:00,174.26,3551430,169.65
9/28/2021 16:00:00,168.58,4362803,168.78
9/29/2021 16:00:00,168.07,2788740,166.27
9/30/2021 16:00:00,167.75,2663690,163.9
10/1/2021 16:00:00,173.01,4963044,169.79
10/4/2021 16:00:00,164.5,4459382,170.79
10/5/2021 16:00:00,164.74,4340100,169.1
10/6/2021 16:00:00,167.25,2461482,170.21
10/7/2021 16:00:00,169.6,2119612,172.3
10/8/2021 16:00:00,169.97,2265114,169.98
10/11/2021 16:00:00,166.67,2046310,168.51
10/12/2021 16:00:00,172.75,6028098,169.55
10/13/2021 16:00:00,173.58,3523610,168.51
10/14/2021 16:00:00,170.5,4145257,168.89
10/15/2021 16:00:00,169.18,3592734,171.99
10/18/2021 16:00:00,172.32,2793704,169.92
10/19/2021 16:00:00,170.74,2776646,166.2
10/20/2021 16:00:00,169.76,2687022,163.73
10/21/2021 16:00:00,170.5,2889355,162.75
10/22/2021 16:00:00,166.64,2985991,161.67
10/25/2021 16:00:00,169.24,2620794,161.44
10/26/2021 16:00:00,171.14,2937893,162.75
10/27/2021 16:00:00,169.1,3009842,164.14
10/28/2021 16:00:00,171.7,2143659,164.26
10/29/2021 16:00:00,170.66,2294417,164.41
11/1/2021 16:00:00,174.6,4401097,167.23
11/2/2021 16:00:00,172.87,3292058,159.84
11/3/2021 16:00:00,172.87,2827068,162.25
11/4/2021 16:00:00,178.45,9664613,157.55
11/5/2021 16:00:00,201.62,27330521,182.17
11/8/2021 16:00:00,200.32,12855319,188.43
11/9/2021 16:00:00,194.68,9056091,188
11/10/2021 16:00:00,192.22,6704083,185.67
11/11/2021 16:00:00,191.61,5899031,182.58
11/12/2021 16:00:00,206.54,12057833,178.91
11/15/2021 16:00:00,207.21,7479309,177.61
11/16/2021 16:00:00,207.04,4431316,175.49
11/17/2021 16:00:00,199.11,6383375,177.59
11/18/2021 16:00:00,204.33,4601086,176.58
11/19/2021 16:00:00,196.42,8185488,175.16
11/22/2021 16:00:00,181.73,12626362,173.24
11/23/2021 16:00:00,178.27,6456729,177.97
11/24/2021 16:00:00,179.89,4763328,176.54
11/26/2021 13:00:00,173.86,6044126,159.8
11/29/2021 16:00:00,180.08,5317368,166.5
11/30/2021 16:00:00,172.54,10682739,161.09
12/1/2021 16:00:00,163.08,7657589,155.66
12/2/2021 16:00:00,169.6,5687601,161.28
12/3/2021 16:00:00,166.75,6460855,155.58
12/6/2021 16:00:00,180.85,9813848,166.07
12/7/2021 16:00:00,183.14,6264558,166.57
12/8/2021 16:00:00,186.49,4218671,172.39
12/9/2021 16:00:00,181.46,3518025,169.75
12/10/2021 16:00:00,180.42,3980441,166.95
12/13/2021 16:00:00,171.04,7263664,161
12/14/2021 16:00:00,167.96,5660417,158.26
12/15/2021 16:00:00,168.14,6678543,157.63
12/16/2021 16:00:00,156.38,9415120,154.43
12/17/2021 16:00:00,157.91,24062440,159.31
12/20/2021 16:00:00,157.23,4639263,162.43
12/21/2021 16:00:00,165.66,6293459,177.27
12/22/2021 16:00:00,169.29,4802483,182.42
12/23/2021 16:00:00,171.31,4017435,183.78
12/27/2021 16:00:00,171.68,2726288,182.25
12/28/2021 16:00:00,169.71,2297204,180.8
12/29/2021 16:00:00,167.44,1995405,180.97
12/30/2021 16:00:00,168.78,2181120,181.47
12/31/2021 16:00:00,166.49,2595979,180.72
1/3/2022 16:00:00,172.68,4241965,184.97
1/4/2022 16:00:00,170.8,4079976,185.37
1/5/2022 16:00:00,162.25,4804571,181.3
1/6/2022 16:00:00,159.75,5049594,177.58
1/7/2022 16:00:00,166.05,5624579,179.91
1/10/2022 16:00:00,160.71,6973588,180.57
1/11/2022 16:00:00,168.61,5331629,182.47
1/12/2022 16:00:00,169.54,3534275,181.25
1/13/2022 16:00:00,166,4893757,185.06
1/14/2022 16:00:00,163.99,4144039,184.4
1/18/2022 16:00:00,154.69,5814071,177.56
1/19/2022 16:00:00,154.58,5127374,176.46
1/20/2022 16:00:00,158,4941879,177.5
1/21/2022 16:00:00,156.73,7242250,174.42
1/24/2022 16:00:00,147.9,14627354,171.35
1/25/2022 16:00:00,144.56,5704888,174.2
1/26/2022 16:00:00,142.14,6990314,177.1
1/27/2022 16:00:00,138.41,4493776,171.23
1/28/2022 16:00:00,142.77,5604415,174.36
1/31/2022 16:00:00,153.97,5463016,183.29
2/1/2022 16:00:00,156.94,3799303,188.06
2/2/2022 16:00:00,151.76,3678315,185.33
2/3/2022 16:00:00,149.57,4577057,183.66
2/4/2022 16:00:00,155.56,4687701,185.31
2/7/2022 16:00:00,157.91,4690668,187.35
2/8/2022 16:00:00,162.26,4309070,193.9
2/9/2022 16:00:00,169.53,4868311,196.95
2/10/2022 16:00:00,171.95,8261379,197.52
2/11/2022 16:00:00,166.53,6464397,192.12
2/14/2022 16:00:00,169.66,4847552,197.17
2/15/2022 16:00:00,180.07,11733939,211.93
2/16/2022 16:00:00,186.64,22252851,213.8
2/17/2022 16:00:00,183.6,7779201,209.31
2/18/2022 16:00:00,174.9,8848753,209.17
2/22/2022 16:00:00,165.24,8392599,204.68
2/23/2022 16:00:00,150.04,9778477,198.63
2/24/2022 16:00:00,158.26,10354648,193.74
2/25/2022 16:00:00,155.09,6173207,199.93
2/28/2022 16:00:00,151.49,11078496,196.11
3/1/2022 16:00:00,151.01,5165768,187.85
3/2/2022 16:00:00,157.53,5028250,192.23
3/3/2022 16:00:00,151.69,4045757,185.25
3/4/2022 16:00:00,142.7,8397063,176.23
3/7/2022 16:00:00,131.59,9177270,157.01
3/8/2022 16:00:00,142.13,9586994,165.69
3/9/2022 16:00:00,148.31,7023908,174.68
3/10/2022 16:00:00,151.8,5302511,178.91
3/11/2022 16:00:00,145.14,4577255,179.31
3/14/2022 16:00:00,138.5,6330206,179.11
3/15/2022 16:00:00,143.95,5488743,188.5
3/16/2022 16:00:00,155.75,7105370,192.89
3/17/2022 16:00:00,157.55,5031682,192
3/18/2022 16:00:00,167,8467518,193.18
3/21/2022 16:00:00,161.8,4584370,190.18
3/22/2022 16:00:00,166.44,4099851,191.7
3/23/2022 16:00:00,164.16,2814305,186.94
3/24/2022 16:00:00,170.83,4223466,195.02
3/25/2022 16:00:00,167.22,2956870,192.16
3/28/2022 16:00:00,167.65,3829793,193.19
3/29/2022 16:00:00,175.52,5452762,195.41
3/30/2022 16:00:00,173.63,3707406,192.17
3/31/2022 16:00:00,171.76,3232222,195.67
4/1/2022 16:00:00,173.07,3644935,198.2
4/4/2022 16:00:00,177.02,3500522,197.29
4/5/2022 16:00:00,171.21,4064959,190.43
4/6/2022 16:00:00,164.66,4287691,181.46
4/7/2022 16:00:00,165.91,4146557,181.98
4/8/2022 16:00:00,162.56,3448377,179.79
4/11/2022 16:00:00,160.25,3877215,177.3
4/12/2022 16:00:00,160.11,4113036,178.61
4/13/2022 16:00:00,171.85,7211893,187.33
4/14/2022 16:00:00,170.7,5125142,191.55
4/18/2022 16:00:00,165.74,3339887,185.84
4/19/2022 16:00:00,170.12,2857124,186.34
4/20/2022 16:00:00,164.55,3997912,185.87
4/21/2022 16:00:00,157.91,4714572,183.39
4/22/2022 16:00:00,156.09,3863419,181.65
4/25/2022 16:00:00,158.39,3868115,186.77
4/26/2022 16:00:00,153.04,4075004,178.58
4/27/2022 16:00:00,152.23,4825954,182.52
4/28/2022 16:00:00,159.74,4854490,183.4
4/29/2022 16:00:00,153.21,4033057,174.75
5/2/2022 16:00:00,152.78,5945287,174.81
5/3/2022 16:00:00,145,16774660,150.31
5/4/2022 16:00:00,156.18,20598066,149.56
5/5/2022 16:00:00,143.09,11367225,139.5
5/6/2022 16:00:00,135.84,9573058,132.33
5/9/2022 16:00:00,119.37,14430889,127.79
5/10/2022 16:00:00,116.13,13638465,132.34
5/11/2022 16:00:00,116.15,13661360,133.22
5/12/2022 16:00:00,115.94,9264303,128.34
5/13/2022 16:00:00,121.45,8595379,131.78
5/16/2022 16:00:00,114.44,7588370,123.85
5/17/2022 16:00:00,117.5,6962904,122.83
5/18/2022 16:00:00,108.03,9718744,120.15
5/19/2022 16:00:00,114.17,8926616,126.57
5/20/2022 16:00:00,112.55,6961860,124.59
5/23/2022 16:00:00,113.28,6000751,121.63
5/24/2022 16:00:00,106.24,6415752,116.76
5/25/2022 16:00:00,110.4,6203324,123.73
5/26/2022 16:00:00,114.3,6883200,130.29
5/27/2022 16:00:00,120.5,7391500,130.97
5/31/2022 16:00:00,120.87,9117555,129.33
6/1/2022 16:00:00,116.72,6879606,126.23
6/2/2022 16:00:00,121.26,5177244,134.19
6/3/2022 16:00:00,119.83,4584611,131.66
6/6/2022 16:00:00,122.02,4160239,133.35
6/7/2022 16:00:00,122.9,3331236,131.15
6/8/2022 16:00:00,123.77,3775619,129.47
6/9/2022 16:00:00,115.72,5315873,121.99
6/10/2022 16:00:00,108.91,6941056,115.16
6/13/2022 16:00:00,98.93,9587311,106.26
6/14/2022 16:00:00,98.87,5915344,101.93
6/15/2022 16:00:00,101.47,6260439,104.41
6/16/2022 16:00:00,93.26,9435656,96.33
6/17/2022 16:00:00,99.49,11293112,100.37
6/21/2022 16:00:00,102.27,6532713,98.78
6/22/2022 16:00:00,99.53,8986027,97.14
6/23/2022 16:00:00,95.72,12340821,94.02
6/24/2022 16:00:00,103.51,28797396,102.34
6/27/2022 16:00:00,101.5,7352143,101.2
6/28/2022 16:00:00,97.53,7747662,97.87
6/29/2022 16:00:00,93.93,6522572,95.98
6/30/2022 16:00:00,89.08,9007783,94.83
7/1/2022 16:00:00,91.41,5995434,96.4
7/5/2022 16:00:00,95.94,7653996,97.17
7/6/2022 16:00:00,92.88,5702961,93.87
7/7/2022 16:00:00,97.5,7480538,96.7
7/8/2022 16:00:00,97.35,5669474,94.87
7/11/2022 16:00:00,95.1,6043682,91.16
7/12/2022 16:00:00,96.55,4170185,92.03
7/13/2022 16:00:00,95.64,6967800,92.98
7/14/2022 16:00:00,91.05,8334633,89.43
7/15/2022 16:00:00,94.66,7497187,92.35
7/18/2022 16:00:00,97.67,7171484,94.29
7/19/2022 16:00:00,102.2,5603808,100.32
7/20/2022 16:00:00,107.73,6834133,103.18
7/21/2022 16:00:00,108.14,4284851,102.37
7/22/2022 16:00:00,103.97,4243932,99.38
7/25/2022 16:00:00,104.95,3142931,100.75
7/26/2022 16:00:00,101.91,4190993,97.73
7/27/2022 16:00:00,107.36,5362726,103.76
7/28/2022 16:00:00,108.84,4471883,105.31
7/29/2022 16:00:00,110.98,4637779,106.05
8/1/2022 16:00:00,111.2,6019506,102.79
8/2/2022 16:00:00,116.34,15208217,103.89
8/3/2022 16:00:00,115.02,23354938,105.65
8/4/2022 16:00:00,119.22,9180317,102.2
8/5/2022 16:00:00,117.11,6494951,102.52
8/8/2022 16:00:00,115.82,5382935,105.38
8/9/2022 16:00:00,114.44,4201213,103.65
8/10/2022 16:00:00,118.73,5529014,109.23
8/11/2022 16:00:00,121.5,8110104,110.13
8/12/2022 16:00:00,124.51,5012478,113.51
8/15/2022 16:00:00,126.04,4884711,113.17
8/16/2022 16:00:00,124.18,4371514,117.16
8/17/2022 16:00:00,121.87,4336182,114.01
8/18/2022 16:00:00,121.27,3373946,113.66
8/19/2022 16:00:00,114.76,5288830,108.79
8/22/2022 16:00:00,111.39,6057435,105.88
8/23/2022 16:00:00,111.6,5447183,105.97
8/24/2022 16:00:00,114.51,3633950,106.8
8/25/2022 16:00:00,117.03,4021587,108.42
8/26/2022 16:00:00,112.82,3778708,103.41
8/29/2022 16:00:00,113.54,4620614,103.34
8/30/2022 16:00:00,112.56,4507191,102.64
8/31/2022 16:00:00,113.12,6191562,102.65
9/1/2022 16:00:00,113.4,5661493,101.73
9/2/2022 16:00:00,113.64,4121736,102.1
9/6/2022 16:00:00,113.7,4067119,100.85
9/7/2022 16:00:00,116.07,4619318,104.18
9/8/2022 16:00:00,118.58,4063966,104.98
9/9/2022 16:00:00,123.48,5418591,109.17
9/12/2022 16:00:00,124.79,6993308,111.74
9/13/2022 16:00:00,121.54,7126468,108.19
9/14/2022 16:00:00,126.8,5690127,110.19
9/15/2022 16:00:00,125.04,6606137,107.79
9/16/2022 16:00:00,118.75,13704405,101.89
9/19/2022 16:00:00,118.78,4715382,102.49
9/20/2022 16:00:00,116.71,5610900,104.63
9/21/2022 16:00:00,114.01,6898713,99.01
9/22/2022 16:00:00,103.72,8399410,92
9/23/2022 16:00:00,101.75,6245555,91.26
9/26/2022 16:00:00,103.23,5278759,89.69
9/27/2022 16:00:00,106.37,5081006,91.82
9/28/2022 16:00:00,110.69,4518240,95.91
9/29/2022 16:00:00,106.66,4264336,94.21
9/30/2022 16:00:00,105.04,4750577,93.69
10/3/2022 16:00:00,105,6208938,94.4
10/4/2022 16:00:00,110.81,4834992,102.1
10/5/2022 16:00:00,111.76,4008655,98.99
10/6/2022 16:00:00,111.58,3446542,95.61
10/7/2022 16:00:00,108.54,3352741,93.92
10/10/2022 16:00:00,110.99,3945173,92.69
10/11/2022 16:00:00,106.82,5696693,91.82
10/12/2022 16:00:00,112.35,5547542,93.14
10/13/2022 16:00:00,112.65,6172480,91.47
10/14/2022 16:00:00,109.16,5001698,90.27
10/17/2022 16:00:00,116.5,5423881,95.28
10/18/2022 16:00:00,117.94,5580013,98.11
10/19/2022 16:00:00,116.87,3408865,96.12
10/20/2022 16:00:00,117,3962235,93.15
10/21/2022 16:00:00,119.95,4146060,97.27
10/24/2022 16:00:00,116.39,4452813,95.86
10/25/2022 16:00:00,118.45,6278920,98.71
10/26/2022 16:00:00,115.31,4268449,96.77
10/27/2022 16:00:00,112.06,4593997,96.57
10/28/2022 16:00:00,115.21,4757271,96.75
10/31/2022 16:00:00,106.91,10733821,93.47
11/1/2022 16:00:00,109.05,15979816,95.66
11/2/2022 16:00:00,94.41,29191366,90.34
11/3/2022 16:00:00,92.02,10099295,87.63
11/4/2022 16:00:00,96.09,9717396,92.63
11/7/2022 16:00:00,95.46,7972690,89.59
11/8/2022 16:00:00,98.9,7829381,89.7
11/9/2022 16:00:00,95.79,4650860,89.06
11/10/2022 16:00:00,102.4,7343018,99.04
11/11/2022 16:00:00,109.57,6864381,102.79
11/14/2022 16:00:00,105.16,4951447,98.61
11/15/2022 16:00:00,107.01,5357427,99.94
11/16/2022 16:00:00,104.43,3681831,97.45
11/17/2022 16:00:00,99.3,5181201,97.26
11/18/2022 16:00:00,97.77,5913126,98.31
11/21/2022 16:00:00,95.71,5145740,97.07
11/22/2022 16:00:00,95.28,5951592,100.28
11/23/2022 16:00:00,96.63,4337602,100.88
11/25/2022 13:05:00,97.67,2245116,101.5
11/28/2022 16:00:00,95.3,5136713,99.65
11/29/2022 16:00:00,95.38,3694023,102.45
11/30/2022 16:00:00,102.14,8387537,106.84
12/1/2022 16:00:00,101.27,5040308,105.93
12/2/2022 16:00:00,101,4128629,103.69
12/5/2022 16:00:00,98.51,3601549,100.66
12/6/2022 16:00:00,93.12,8380946,96.91
12/7/2022 16:00:00,91.5,12640481,90.79
12/8/2022 16:00:00,94.83,6115721,93.58
12/9/2022 16:00:00,94.7,4405805,94.1
12/12/2022 16:00:00,95.58,4664128,95.6
12/13/2022 16:00:00,93.34,7378926,94.39
12/14/2022 16:00:00,93.93,6737816,92.79
12/15/2022 16:00:00,90.61,5331958,90.2
12/16/2022 16:00:00,89.57,6830248,88.17
12/19/2022 16:00:00,85.93,4717138,85.26
12/20/2022 16:00:00,87.62,7325782,85.61
12/21/2022 16:00:00,87.07,5594786,86.49
12/22/2022 16:00:00,84.87,5643102,84.52
12/23/2022 16:00:00,85.25,3057684,86.43
12/27/2022 16:00:00,83.49,3982410,86.56
12/28/2022 16:00:00,82.49,4931745,83.69
12/29/2022 16:00:00,85.23,4031346,87.13
12/30/2022 16:00:00,85.5,3372534,87.6
1/3/2023 16:00:00,84.9,3901185,87.68
1/4/2023 16:00:00,88.72,4817088,90.99
1/5/2023 16:00:00,87.71,3419036,93
1/6/2023 16:00:00,88.52,4348374,94.11
1/9/2023 16:00:00,89.24,4319380,93.77
1/10/2023 16:00:00,88.54,4165610,94.64
1/11/2023 16:00:00,94.44,7718901,99.24
1/12/2023 16:00:00,98.49,7695221,103.06
1/13/2023 16:00:00,100.37,6528993,106.09
1/17/2023 16:00:00,101.27,5496249,106.55
1/18/2023 16:00:00,101.11,6062224,103.87
1/19/2023 16:00:00,99.1,4996747,107.07
1/20/2023 16:00:00,101.28,5104017,111.3
1/23/2023 16:00:00,105.22,4442688,115.73
1/24/2023 16:00:00,104.13,3514662,115.17
1/25/2023 16:00:00,104.44,5169257,116.44
1/26/2023 16:00:00,109.42,5196610,116.73
1/27/2023 16:00:00,115.94,9548495,116.18
1/30/2023 16:00:00,109.48,5469927,115.56
1/31/2023 16:00:00,111.11,3867201,114.3
2/1/2023 16:00:00,113.99,4053605,117.9
2/2/2023 16:00:00,118.52,7166921,121.45
2/3/2023 16:00:00,118.7,6130725,118.7
2/6/2023 16:00:00,118.35,3204147,119.07
2/7/2023 16:00:00,119.69,4397729,120.2
2/8/2023 16:00:00,116.36,3605405,119.15
2/9/2023 16:00:00,114.94,4508691,117.71
2/10/2023 16:00:00,108.87,6463548,107.64
2/13/2023 16:00:00,116.42,7657239,111.35
2/14/2023 16:00:00,120.87,17145033,114.95
2/15/2023 16:00:00,137.01,32502208,115.96
2/16/2023 16:00:00,139.42,18705822,111.53
2/17/2023 16:00:00,131.6,11386744,108.96
2/21/2023 16:00:00,128.78,6618673,108.03
2/22/2023 16:00:00,127.21,5758987,107.97
2/23/2023 16:00:00,125.52,7013484,106.91
2/24/2023 16:00:00,122.78,5119777,104.31
2/27/2023 16:00:00,123.53,5011368,106.84
2/28/2023 16:00:00,123.28,7317099,108.97
3/1/2023 16:00:00,120.83,4645027,106.16
3/2/2023 16:00:00,122.38,4089401,105.78
3/3/2023 16:00:00,125.73,5499352,107.61
